,Season,Name,Nationality,Type,Team,Price
1,2024,Avanish Rao Aravelly ,Indian ,Wicket-Keeper , Chennai Super Kings,"20,00,000 "
2,2024,Mustafizur Rahman ,Overseas ,Bowler , Chennai Super Kings,"2,00,00,000 "
3,2024,Daryl Mitchell ,Overseas ,All-Rounder , Chennai Super Kings,"14,00,00,000 "
4,2024,Sameer Rizvi ,Indian ,Batter , Chennai Super Kings,"8,40,00,000 "
5,2024,Rachin Ravindra ,Overseas ,All-Rounder , Chennai Super Kings,"1,80,00,000 "
6,2024,Shardul Thakur ,Indian ,All-Rounder , Chennai Super Kings,"4,00,00,000 "
7,2024,Ricky Bhui ,Indian ,Wicket-Keeper , Delhi Capitals,"20,00,000 "
8,2024,Sumit Kumar ,Indian ,All-Rounder , Delhi Capitals,"1,00,00,000 "
9,2024,Swastik Chhikara ,Indian ,Batter , Delhi Capitals,"20,00,000 "
10,2024,Jhye Richardson ,Overseas ,Bowler , Delhi Capitals,"5,00,00,000 "
11,2024,Shai Hope ,Overseas ,Wicket-Keeper , Delhi Capitals,"75,00,000 "
12,2024,Rasikh Dar ,Indian ,Bowler , Delhi Capitals,"20,00,000 "
13,2024,Kumar Kushagra ,Indian ,Wicket-Keeper , Delhi Capitals,"7,20,00,000 "
14,2024,Tristan Stubbs ,Overseas ,Wicket-Keeper , Delhi Capitals,"50,00,000 "
15,2024,Harry Brook ,Overseas ,Batter , Delhi Capitals,"4,00,00,000 "
16,2024,Kartik Tyagi ,Indian ,Bowler , Gujarat Titans,"60,00,000 "
17,2024,Spencer Johnson ,Overseas ,Bowler , Gujarat Titans,"10,00,00,000 "
18,2024,Manav Suthar ,Indian ,Bowler , Gujarat Titans,"20,00,000 "
19,2024,Robin Minz ,Indian ,Wicket-Keeper , Gujarat Titans,"3,60,00,000 "
20,2024,Sushant Mishra ,Indian ,Bowler , Gujarat Titans,"2,20,00,000 "
21,2024,Azmatullah Omarzai ,Overseas ,All-Rounder , Gujarat Titans,"50,00,000 "
22,2024,Shahrukh Khan ,Indian ,All-Rounder , Gujarat Titans,"7,40,00,000 "
23,2024,Umesh Yadav ,Indian ,Bowler , Gujarat Titans,"5,80,00,000 "
24,2024,Mujeeb Rahman ,Overseas ,Bowler , Kolkata Knight Riders,"2,00,00,000 "
25,2024,Manish Pandey ,Indian ,Batter , Kolkata Knight Riders,"50,00,000 "
26,2024,Gus Atkinson ,Overseas ,Bowler , Kolkata Knight Riders,"1,00,00,000 "
27,2024,Angkrish Raghuvanshi ,Indian ,Batter , Kolkata Knight Riders,"20,00,000 "
28,2024,Mitchell  Starc ,Overseas ,Bowler , Kolkata Knight Riders,"24,75,00,000 "
29,2024,Sherfane Rutherford ,Overseas ,Batter , Kolkata Knight Riders,"1,50,00,000 "
30,2024,Ramandeep  Singh ,Indian ,All-Rounder , Kolkata Knight Riders,"20,00,000 "
31,2024,K.S. Bharat ,Indian ,Wicket-Keeper , Kolkata Knight Riders,"50,00,000 "
32,2024,Chetan Sakariya ,Indian ,Bowler , Kolkata Knight Riders,"50,00,000 "
33,2024,Sakib Hussain ,Indian ,Bowler , Kolkata Knight Riders,"20,00,000 "
34,2024,Ashton Turner ,Overseas ,Batter , Lucknow Super Giants,"1,00,00,000 "
35,2024,David Willey  ,Overseas ,All-Rounder , Lucknow Super Giants,"2,00,00,000 "
36,2024,M. Siddharth ,Indian ,Bowler , Lucknow Super Giants,"2,40,00,000 "
37,2024,Shivam  Mavi ,Indian ,Bowler , Lucknow Super Giants,"6,40,00,000 "
38,2024,Arshin Kulkarni ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
39,2024,Mohd. Arshad Khan ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
40,2024,Dilshan Madushanka ,Overseas ,Bowler , Mumbai Indians,"4,60,00,000 "
41,2024,Shreyas Gopal ,Indian ,Bowler , Mumbai Indians,"20,00,000 "
42,2024,Shivalik Sharma ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
43,2024,Anshul Kamboj ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
44,2024,Mohammad Nabi ,Overseas ,All-Rounder , Mumbai Indians,"1,50,00,000 "
45,2024,Naman Dhir ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
46,2024,Nuwan Thushara ,Overseas ,Bowler , Mumbai Indians,"4,80,00,000 "
47,2024,Gerald Coetzee ,Overseas ,All-Rounder , Mumbai Indians,"5,00,00,000 "
48,2024,Chris Woakes  ,Overseas ,All-Rounder , Punjab Kings,"4,20,00,000 "
49,2024,Tanay Thyagarajann ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
50,2024,Vishwanath Pratap Singh ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
51,2024,Ashutosh Sharma ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
52,2024,Shashank  Singh ,Indian ,Batter , Punjab Kings,"20,00,000 "
53,2024,Rilee Rossouw ,Overseas ,Batter , Punjab Kings,"8,00,00,000 "
54,2024,Prince Choudhary ,Indian ,Bowler , Punjab Kings,"20,00,000 "
55,2024,Harshal Patel ,Indian ,All-Rounder , Punjab Kings,"11,75,00,000 "
56,2024,Shubham Dubey ,Indian ,Batter , Rajasthan Royals,"5,80,00,000 "
57,2024,Rovman Powell ,Overseas ,Batter , Rajasthan Royals,"7,40,00,000 "
58,2024,Abid Mushtaq ,Indian ,All-Rounder , Rajasthan Royals,"20,00,000 "
59,2024,Nandre Burger ,Overseas ,Bowler , Rajasthan Royals,"50,00,000 "
60,2024,Tom Kohler-Cadmore ,Overseas ,Wicket-Keeper , Rajasthan Royals,"40,00,000 "
61,2024,Lockie Ferguson ,Overseas ,Bowler , Royal Challengers Bengaluru,"2,00,00,000 "
62,2024,Tom Curran ,Overseas ,All-Rounder , Royal Challengers Bengaluru,"1,50,00,000 "
63,2024,Saurav Chuahan ,Indian ,Batter , Royal Challengers Bengaluru,"20,00,000 "
64,2024,Alzarri Joseph ,Overseas ,Bowler , Royal Challengers Bengaluru,"11,50,00,000 "
65,2024,Swapnil Singh ,Indian ,All-Rounder , Royal Challengers Bengaluru,"20,00,000 "
66,2024,Yash  Dayal ,Indian ,Bowler , Royal Challengers Bengaluru,"5,00,00,000 "
67,2024,Jhathavedh Subramanyan ,Indian ,Bowler , Sunrisers Hyderabad,"20,00,000 "
68,2024,Akash Singh ,Indian ,Bowler , Sunrisers Hyderabad,"20,00,000 "
69,2024,Jaydev Unadkat ,Indian ,Bowler , Sunrisers Hyderabad,"1,60,00,000 "
70,2024,Wanindu Hasaranga ,Overseas ,All-Rounder , Sunrisers Hyderabad,"1,50,00,000 "
71,2024,Pat Cummins ,Overseas ,All-Rounder , Sunrisers Hyderabad,"20,50,00,000 "
72,2024,Travis Head ,Overseas ,Batter , Sunrisers Hyderabad,"6,80,00,000 "
73,2023,Ajinkya Rahane ,Indian ,Batter , Chennai Super Kings,"50,00,000 "
74,2023,Bhagath Varma ,Indian ,All-Rounder , Chennai Super Kings,"20,00,000 "
75,2023,Kyle Jamieson ,Overseas ,Bowler , Chennai Super Kings,"1,00,00,000 "
76,2023,Ajay Mandal ,Indian ,All-Rounder , Chennai Super Kings,"20,00,000 "
77,2023,Nishant Sindhu ,Indian ,All-Rounder , Chennai Super Kings,"60,00,000 "
78,2023,Shaik Rasheed ,Indian ,Batter , Chennai Super Kings,"20,00,000 "
79,2023,Ben Stokes ,Overseas ,All-Rounder , Chennai Super Kings,"16,25,00,000 "
80,2023,Phil Salt ,Overseas ,Wicket-Keeper , Delhi Capitals,"2,00,00,000 "
81,2023,Ishant Sharma ,Indian ,Bowler , Delhi Capitals,"50,00,000 "
82,2023,Rilee Rossouw ,Overseas ,Batter , Delhi Capitals,"4,60,00,000 "
83,2023,Manish Pandey ,Indian ,Batter , Delhi Capitals,"2,40,00,000 "
84,2023,Mukesh Kumar ,Indian ,Bowler , Delhi Capitals,"5,50,00,000 "
85,2023,Shivam Mavi ,Indian ,Bowler , Gujarat Titans,"6,00,00,000 "
86,2023,K.S. Bharat ,Indian ,Wicket-Keeper , Gujarat Titans,"1,20,00,000 "
87,2023,Urvil Patel ,Indian ,Wicket-Keeper , Gujarat Titans,"20,00,000 "
88,2023,Mohit Sharma ,Indian ,Bowler , Gujarat Titans,"50,00,000 "
89,2023,Joshua Little ,Overseas ,Bowler , Gujarat Titans,"4,40,00,000 "
90,2023,Kane Williamson ,Overseas ,Batter , Gujarat Titans,"2,00,00,000 "
91,2023,Odean Smith ,Overseas ,All-Rounder , Gujarat Titans,"50,00,000 "
92,2023,Kulwant Khejroliya ,Indian ,Bowler , Kolkata Knight Riders,"20,00,000 "
93,2023,Shakib Al Hasan ,Overseas ,All-Rounder , Kolkata Knight Riders,"1,50,00,000 "
94,2023,Vaibhav Arora ,Indian ,Bowler , Kolkata Knight Riders,"60,00,000 "
95,2023,N. Jagadeesan ,Indian ,Wicket-Keeper , Kolkata Knight Riders,"90,00,000 "
96,2023,David Wiese ,Overseas ,All-Rounder , Kolkata Knight Riders,"1,00,00,000 "
97,2023,Mandeep Singh ,Indian ,Batter , Kolkata Knight Riders,"50,00,000 "
98,2023,Litton Das ,Overseas ,Wicket-Keeper , Kolkata Knight Riders,"50,00,000 "
99,2023,Suyash Sharma ,Indian ,Bowler , Kolkata Knight Riders,"20,00,000 "
100,2023,Amit Mishra ,Indian ,Bowler , Lucknow Super Giants,"50,00,000 "
101,2023,Nicholas Pooran ,Overseas ,Wicket-Keeper , Lucknow Super Giants,"16,00,00,000 "
102,2023,Romario Shepherd ,Overseas ,All-Rounder , Lucknow Super Giants,"50,00,000 "
103,2023,Daniel Sams ,Overseas ,All-Rounder , Lucknow Super Giants,"75,00,000 "
104,2023,Swapnil Singh ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
105,2023,Yudhvir Charak ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
106,2023,Prerak Mankad ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
107,2023,Yash Thakur ,Indian ,Bowler , Lucknow Super Giants,"45,00,000 "
108,2023,Naveen Ul Haq ,Overseas ,Bowler , Lucknow Super Giants,"50,00,000 "
109,2023,Jaydev Unadkat ,Indian ,Bowler , Lucknow Super Giants,"50,00,000 "
110,2023,Jhye Richardson ,Overseas ,Bowler , Mumbai Indians,"1,50,00,000 "
111,2023,Nehal Wadhera ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
112,2023,Raghav Goyal ,Indian ,Bowler , Mumbai Indians,"20,00,000 "
113,2023,Cameron Green ,Overseas ,All-Rounder , Mumbai Indians,"17,50,00,000 "
114,2023,Vishnu Vinod ,Indian ,Wicket-Keeper , Mumbai Indians,"20,00,000 "
115,2023,Duan Jansen ,Overseas ,All-Rounder , Mumbai Indians,"20,00,000 "
116,2023,Piyush Chawla ,Indian ,Bowler , Mumbai Indians,"50,00,000 "
117,2023,Shams Mulani ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
118,2023,Harpreet Bhatia ,Indian ,Batter , Punjab Kings,"40,00,000 "
119,2023,Shivam Singh ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
120,2023,Vidwath Kaverappa ,Indian ,Bowler , Punjab Kings,"20,00,000 "
121,2023,Mohit Rathee ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
122,2023,Sam Curran ,Overseas ,All-Rounder , Punjab Kings,"18,50,00,000 "
123,2023,Sikandar Raza ,Overseas ,All-Rounder , Punjab Kings,"50,00,000 "
124,2023,Jason Holder ,Overseas ,All-Rounder , Rajasthan Royals,"5,75,00,000 "
125,2023,Adam Zampa ,Overseas ,Bowler , Rajasthan Royals,"1,50,00,000 "
126,2023,Abdul P A ,Indian ,All-Rounder , Rajasthan Royals,"20,00,000 "
127,2023,Akash Vashisht ,Indian ,All-Rounder , Rajasthan Royals,"20,00,000 "
128,2023,Donovan Ferreira ,Overseas ,Wicket-Keeper , Rajasthan Royals,"50,00,000 "
129,2023,Kunal Rathore ,Indian ,Wicket-Keeper , Rajasthan Royals,"20,00,000 "
130,2023,Joe Root ,Overseas ,Batter , Rajasthan Royals,"1,00,00,000 "
131,2023,Murugan Ashwin ,Indian ,Bowler , Rajasthan Royals,"20,00,000 "
132,2023,K.M. Asif ,Indian ,Bowler , Rajasthan Royals,"30,00,000 "
133,2023,Sonu Yadav ,Indian ,All-Rounder , Royal Challengers Bangalore,"20,00,000 "
134,2023,Himanshu Sharma ,Indian ,Bowler , Royal Challengers Bangalore,"20,00,000 "
135,2023,Avinash Singh ,Indian ,Bowler , Royal Challengers Bangalore,"60,00,000 "
136,2023,Manoj Bhandage ,Indian ,All-Rounder , Royal Challengers Bangalore,"20,00,000 "
137,2023,Will Jacks ,Overseas ,Batter , Royal Challengers Bangalore,"3,20,00,000 "
138,2023,Reece Topley ,Overseas ,Bowler , Royal Challengers Bangalore,"1,90,00,000 "
139,2023,Rajan Kumar ,Indian ,Bowler , Royal Challengers Bangalore,"70,00,000 "
140,2023,Sanvir Singh ,Indian ,All-Rounder , Sunrisers Hyderabad,"20,00,000 "
141,2023,Harry Brook ,Overseas ,Batter , Sunrisers Hyderabad,"13,25,00,000 "
142,2023,Heinrich Klaasen ,Overseas ,Wicket-Keeper , Sunrisers Hyderabad,"5,25,00,000 "
143,2023,Akeal Hosein ,Overseas ,Bowler , Sunrisers Hyderabad,"1,00,00,000 "
144,2023,Mayank Markande ,Indian ,Bowler , Sunrisers Hyderabad,"50,00,000 "
145,2023,Adil Rashid ,Overseas ,Bowler , Sunrisers Hyderabad,"2,00,00,000 "
146,2023,Anmolpreet Singh ,Indian ,Batter , Sunrisers Hyderabad,"20,00,000 "
147,2023,Vivrant Sharma ,Indian ,All-Rounder , Sunrisers Hyderabad,"2,60,00,000 "
148,2023,Samarth Vyas ,Indian ,All-Rounder , Sunrisers Hyderabad,"20,00,000 "
149,2023,Upendra Singh Yadav ,Indian ,Wicket-Keeper , Sunrisers Hyderabad,"25,00,000 "
150,2023,Nitish Kumar Reddy ,Indian ,Wicket-Keeper , Sunrisers Hyderabad,"20,00,000 "
151,2023,Mayank Agarwal ,Indian ,Batter , Sunrisers Hyderabad,"8,25,00,000 "
152,2023,Mayank Dagar ,Indian ,All-Rounder , Sunrisers Hyderabad,"1,80,00,000 "
153,2022,Robin Uthappa ,Indian ,Batsman , Chennai Super Kings,"2,00,00,000 "
154,2022,Dwayne Bravo ,Overseas ,All-Rounder , Chennai Super Kings,"4,40,00,000 "
155,2022,Ambati Rayudu ,Indian ,Wicket Keeper , Chennai Super Kings,"6,75,00,000 "
156,2022,Deepak Chahar ,Indian ,Bowler , Chennai Super Kings,"14,00,00,000 "
157,2022,C.Hari Nishaanth ,Indian ,Batsman , Chennai Super Kings,"20,00,000 "
158,2022,N. Jagadeesan ,Indian ,Wicket Keeper , Chennai Super Kings,"20,00,000 "
159,2022,K.M. Asif ,Indian ,Bowler , Chennai Super Kings,"20,00,000 "
160,2022,Tushar Deshpande ,Indian ,Bowler , Chennai Super Kings,"20,00,000 "
161,2022,Shivam Dube ,Indian ,All-Rounder , Chennai Super Kings,"4,00,00,000 "
162,2022,Chris Jordan ,Overseas ,All-Rounder , Chennai Super Kings,"3,60,00,000 "
163,2022,Maheesh Theekshana ,Overseas ,Bowler , Chennai Super Kings,"70,00,000 "
164,2022,Rajvardhan Hangargekar ,Indian ,All-Rounder , Chennai Super Kings,"1,50,00,000 "
165,2022,Simarjeet Singh ,Indian ,Bowler , Chennai Super Kings,"20,00,000 "
166,2022,Devon Conway ,Overseas ,Batsman , Chennai Super Kings,"1,00,00,000 "
167,2022,Dwaine Pretorius ,Overseas ,All-Rounder , Chennai Super Kings,"50,00,000 "
168,2022,Mitchell Santner ,Overseas ,All-Rounder , Chennai Super Kings,"1,90,00,000 "
169,2022,Adam Milne ,Overseas ,Bowler , Chennai Super Kings,"1,90,00,000 "
170,2022,Subhranshu Senapati ,Indian ,Batsman , Chennai Super Kings,"20,00,000 "
171,2022,Mukesh Choudhary ,Indian ,Bowler , Chennai Super Kings,"20,00,000 "
172,2022,Prashant Solanki ,Indian ,Bowler , Chennai Super Kings,"1,20,00,000 "
173,2022,K.Bhagath Varma ,Indian ,All-Rounder , Chennai Super Kings,"20,00,000 "
174,2022,David Warner ,Overseas ,Batsman , Delhi Capitals,"6,25,00,000 "
175,2022,Mitchell Marsh ,Overseas ,All-Rounder , Delhi Capitals,"6,50,00,000 "
176,2022,Mustafizur Rahman ,Overseas ,Bowler , Delhi Capitals,"2,00,00,000 "
177,2022,Shardul Thakur ,Indian ,Bowler , Delhi Capitals,"10,75,00,000 "
178,2022,Kuldeep Yadav ,Indian ,Bowler , Delhi Capitals,"2,00,00,000 "
179,2022,Ashwin Hebbar ,Indian ,Batsman , Delhi Capitals,"20,00,000 "
180,2022,Sarfaraz Khan ,Indian ,All-Rounder , Delhi Capitals,"20,00,000 "
181,2022,Kamlesh Nagarkoti ,Indian ,All-Rounder , Delhi Capitals,"1,10,00,000 "
182,2022,K.S. Bharat ,Indian ,Wicket Keeper , Delhi Capitals,"2,00,00,000 "
183,2022,Mandeep Singh ,Indian ,Batsman , Delhi Capitals,"1,10,00,000 "
184,2022,Syed Khaleel Ahmed ,Indian ,Bowler , Delhi Capitals,"5,25,00,000 "
185,2022,Lungisani Ngidi ,Overseas ,Bowler , Delhi Capitals,"50,00,000 "
186,2022,Chetan Sakariya ,Indian ,Bowler , Delhi Capitals,"4,20,00,000 "
187,2022,Yash Dhull ,Indian ,All-Rounder , Delhi Capitals,"50,00,000 "
188,2022,Vicky Ostwal ,Indian ,All-Rounder , Delhi Capitals,"20,00,000 "
189,2022,Ripal Patel ,Indian ,All-Rounder , Delhi Capitals,"20,00,000 "
190,2022,Lalit Yadav ,Indian ,All-Rounder , Delhi Capitals,"65,00,000 "
191,2022,Rovman Powell ,Overseas ,Batsman , Delhi Capitals,"2,80,00,000 "
192,2022,Tim Seifert ,Overseas ,Wicket Keeper , Delhi Capitals,"50,00,000 "
193,2022,Pravin Dubey ,Indian ,All-Rounder , Delhi Capitals,"50,00,000 "
194,2022,Mohammad Shami ,Indian ,Bowler , Gujarat Titans,"6,25,00,000 "
195,2022,David Miller ,Overseas ,Batsman , Gujarat Titans,"3,00,00,000 "
196,2022,Jason Roy  ,Overseas ,Batsman , Gujarat Titans,"2,00,00,000 "
197,2022,Wriddhiman  Saha ,Indian ,Wicket Keeper , Gujarat Titans,"1,90,00,000 "
198,2022,Matthew Wade ,Overseas ,Wicket Keeper , Gujarat Titans,"2,40,00,000 "
199,2022,Lockie Ferguson ,Overseas ,Bowler , Gujarat Titans,"10,00,00,000 "
200,2022,Abhinav Sadarangani ,Indian ,Batsman , Gujarat Titans,"2,60,00,000 "
201,2022,Rahul Tewatia ,Indian ,All-Rounder , Gujarat Titans,"9,00,00,000 "
202,2022,Noor  Ahmad ,Overseas ,Bowler , Gujarat Titans,"30,00,000 "
203,2022,R. Sai Kishore ,Indian ,Bowler , Gujarat Titans,"3,00,00,000 "
204,2022,Dominic Drakes ,Overseas ,All-Rounder , Gujarat Titans,"1,10,00,000 "
205,2022,Vijay Shankar ,Indian ,All-Rounder , Gujarat Titans,"1,40,00,000 "
206,2022,Jayant Yadav ,Indian ,All-Rounder , Gujarat Titans,"1,70,00,000 "
207,2022,Darshan Nalkande ,Indian ,All-Rounder , Gujarat Titans,"20,00,000 "
208,2022,Yash  Dayal ,Indian ,Bowler , Gujarat Titans,"3,20,00,000 "
209,2022,B. Sai Sudharsan ,Indian ,All-Rounder , Gujarat Titans,"20,00,000 "
210,2022,Gurkeerat Singh ,Indian ,All-Rounder , Gujarat Titans,"50,00,000 "
211,2022,Alzarri Joseph ,Overseas ,Bowler , Gujarat Titans,"2,40,00,000 "
212,2022,Varun Aaron ,Indian ,Bowler , Gujarat Titans,"50,00,000 "
213,2022,Pradeep Sangwan ,Indian ,All-Rounder , Gujarat Titans,"20,00,000 "
214,2022,Pat Cummins ,Overseas ,All-Rounder , Kolkata Knight Riders,"7,25,00,000 "
215,2022,Shreyas Iyer ,Indian ,Batsman , Kolkata Knight Riders,"12,25,00,000 "
216,2022,Mohammad  Nabi ,Overseas ,All-Rounder , Kolkata Knight Riders,"1,00,00,000 "
217,2022,Nitish Rana ,Indian ,All-Rounder , Kolkata Knight Riders,"8,00,00,000 "
218,2022,Sam Billings  ,Overseas ,Wicket Keeper , Kolkata Knight Riders,"2,00,00,000 "
219,2022,Umesh Yadav ,Indian ,Bowler , Kolkata Knight Riders,"2,00,00,000 "
220,2022,Shivam  Mavi ,Indian ,All-Rounder , Kolkata Knight Riders,"7,25,00,000 "
221,2022,Sheldon Jackson ,Indian ,Wicket Keeper , Kolkata Knight Riders,"60,00,000 "
222,2022,Ajinkya Rahane ,Indian ,Batsman , Kolkata Knight Riders,"1,00,00,000 "
223,2022,Rinku Singh ,Indian ,Batsman , Kolkata Knight Riders,"55,00,000 "
224,2022,Anukul Roy ,Indian ,All-Rounder , Kolkata Knight Riders,"20,00,000 "
225,2022,Alex Hales  ,Overseas ,Batsman , Kolkata Knight Riders,"1,50,00,000 "
226,2022,Rasikh Dar ,Indian ,Bowler , Kolkata Knight Riders,"20,00,000 "
227,2022,Tim Southee ,Overseas ,Bowler , Kolkata Knight Riders,"1,50,00,000 "
228,2022,Baba Indrajith ,Indian ,Wicket Keeper , Kolkata Knight Riders,"20,00,000 "
229,2022,Chamika Karunaratne ,Overseas ,All-Rounder , Kolkata Knight Riders,"50,00,000 "
230,2022,Abhijeet Tomar ,Indian ,Batsman , Kolkata Knight Riders,"40,00,000 "
231,2022,Aman Khan ,Indian ,All-Rounder , Kolkata Knight Riders,"20,00,000 "
232,2022,Ramesh Kumar ,Indian ,Batsman , Kolkata Knight Riders,"20,00,000 "
233,2022,Pratham Singh ,Indian ,Batsman , Kolkata Knight Riders,"20,00,000 "
234,2022,Ashok Sharma ,Indian ,Bowler , Kolkata Knight Riders,"55,00,000 "
235,2022,Quinton De Kock ,Overseas ,Wicket Keeper , Lucknow Super Giants,"6,75,00,000 "
236,2022,Manish Pandey ,Indian ,Batsman , Lucknow Super Giants,"4,60,00,000 "
237,2022,Krunal Pandya ,Indian ,All-Rounder , Lucknow Super Giants,"8,25,00,000 "
238,2022,Mark Wood ,Overseas ,Bowler , Lucknow Super Giants,"7,50,00,000 "
239,2022,Avesh Khan ,Indian ,Bowler , Lucknow Super Giants,"10,00,00,000 "
240,2022,Ankit Singh Rajpoot ,Indian ,Bowler , Lucknow Super Giants,"50,00,000 "
241,2022,K. Gowtham ,Indian ,All-Rounder , Lucknow Super Giants,"90,00,000 "
242,2022,Dushmanta Chameera ,Overseas ,Bowler , Lucknow Super Giants,"2,00,00,000 "
243,2022,Shahbaz Nadeem ,Indian ,Bowler , Lucknow Super Giants,"50,00,000 "
244,2022,Manan Vohra ,Indian ,Batsman , Lucknow Super Giants,"20,00,000 "
245,2022,Evin Lewis ,Overseas ,Batsman , Lucknow Super Giants,"2,00,00,000 "
246,2022,Mohsin Khan ,Indian ,Bowler , Lucknow Super Giants,"20,00,000 "
247,2022,Mayank Yadav ,Indian ,Bowler , Lucknow Super Giants,"20,00,000 "
248,2022,Ayush Badoni ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
249,2022,Kyle Mayers ,Overseas ,All-Rounder , Lucknow Super Giants,"50,00,000 "
250,2022,Karan Sharma ,Indian ,All-Rounder , Lucknow Super Giants,"20,00,000 "
251,2022,Jason Holder ,Overseas ,All-Rounder , Lucknow Super Giants,"8,75,00,000 "
252,2022,Deepak Hooda ,Indian ,All-Rounder , Lucknow Super Giants,"5,75,00,000 "
253,2022,Ishan Kishan ,Indian ,Wicket Keeper , Mumbai Indians,"15,25,00,000 "
254,2022,Dewald Brevis ,Overseas ,Batsman , Mumbai Indians,"3,00,00,000 "
255,2022,Anmolpreet Singh ,Indian ,Batsman , Mumbai Indians,"20,00,000 "
256,2022,Basil Thampi ,Indian ,Bowler , Mumbai Indians,"30,00,000 "
257,2022,Murugan Ashwin ,Indian ,Bowler , Mumbai Indians,"1,60,00,000 "
258,2022,Jaydev Unadkat ,Indian ,Bowler , Mumbai Indians,"1,30,00,000 "
259,2022,Mayank Markande ,Indian ,Bowler , Mumbai Indians,"65,00,000 "
260,2022,N. Tilak Varma ,Indian ,All-Rounder , Mumbai Indians,"1,70,00,000 "
261,2022,Sanjay Yadav ,Indian ,All-Rounder , Mumbai Indians,"50,00,000 "
262,2022,Jofra Archer ,Overseas ,All-Rounder , Mumbai Indians,"8,00,00,000 "
263,2022,Daniel Sams ,Overseas ,All-Rounder , Mumbai Indians,"2,60,00,000 "
264,2022,Tymal Mills ,Overseas ,Bowler , Mumbai Indians,"1,50,00,000 "
265,2022,Tim David ,Overseas ,All-Rounder , Mumbai Indians,"8,25,00,000 "
266,2022,Ramandeep  Singh ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
267,2022,Aryan Juyal ,Indian ,Wicket Keeper , Mumbai Indians,"20,00,000 "
268,2022,Fabian Allen ,Overseas ,All-Rounder , Mumbai Indians,"75,00,000 "
269,2022,Riley Meredith ,Overseas ,Bowler , Mumbai Indians,"1,00,00,000 "
270,2022,Rahul Buddhi ,Indian ,Batsman , Mumbai Indians,"20,00,000 "
271,2022,Hrithik Shokeen ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
272,2022,Mohd. Arshad Khan ,Indian ,All-Rounder , Mumbai Indians,"20,00,000 "
273,2022,Arjun  Tendulkar ,Indian ,All-Rounder , Mumbai Indians,"30,00,000 "
274,2022,Shikhar Dhawan ,Indian ,Batsman , Punjab Kings,"8,25,00,000 "
275,2022,Kagiso Rabada ,Overseas ,Bowler , Punjab Kings,"9,25,00,000 "
276,2022,Jonny Bairstow  ,Overseas ,Wicket Keeper , Punjab Kings,"6,75,00,000 "
277,2022,Rahul Chahar ,Indian ,Bowler , Punjab Kings,"5,25,00,000 "
278,2022,Harpreet  Brar ,Indian ,All-Rounder , Punjab Kings,"3,80,00,000 "
279,2022,Shahrukh Khan ,Indian ,All-Rounder , Punjab Kings,"9,00,00,000 "
280,2022,Jitesh Sharma ,Indian ,Wicket Keeper , Punjab Kings,"20,00,000 "
281,2022,Prabhsimran Singh ,Indian ,Wicket Keeper , Punjab Kings,"60,00,000 "
282,2022,Ishan Porel ,Indian ,Bowler , Punjab Kings,"25,00,000 "
283,2022,Liam Livingstone ,Overseas ,All-Rounder , Punjab Kings,"11,50,00,000 "
284,2022,Odean Smith ,Overseas ,All-Rounder , Punjab Kings,"6,00,00,000 "
285,2022,Sandeep Sharma ,Indian ,Bowler , Punjab Kings,"50,00,000 "
286,2022,Raj Angad Bawa ,Indian ,All-Rounder , Punjab Kings,"2,00,00,000 "
287,2022,Rishi Dhawan ,Indian ,All-Rounder , Punjab Kings,"55,00,000 "
288,2022,Nathan Ellis ,Overseas ,Bowler , Punjab Kings,"75,00,000 "
289,2022,Prerak Mankad ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
290,2022,Atharva Taide ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
291,2022,Vaibhav Arora ,Indian ,Bowler , Punjab Kings,"2,00,00,000 "
292,2022,Bhanuka Rajapaksa ,Overseas ,Batsman , Punjab Kings,"50,00,000 "
293,2022,Benny Howell ,Overseas ,All-Rounder , Punjab Kings,"40,00,000 "
294,2022,Writtick Chatterjee ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
295,2022,Baltej Dhanda ,Indian ,Bowler , Punjab Kings,"20,00,000 "
296,2022,Ansh Patel ,Indian ,All-Rounder , Punjab Kings,"20,00,000 "
297,2022,R. Ashwin ,Indian ,All-Rounder , Rajasthan Royals,"5,00,00,000 "
